"Kernel Name","kernel_cutlass_kernel_flash_attncuteflash_fwd_sm100_fp4FlashAttentionForwardSm100_object_at__tensor0000o11101213_tensor0000o11101213_tensor0000odiv1610111213_tensor0000o11101213_None_None_0",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Divergent Branches","Address Space","Access Operation","Access Size","L1 Conflicts Shared N-Way","L1 Wavefronts Shared Excessive","L1 Wavefronts Shared","L1 Wavefronts Shared Ideal","L2 Theoretical Sectors Local","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7a6e0b9a9490","      FFMA2 R28, R28.F32x2.HI_LO, UR4.F32, -R0.F32","251","115","251","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","126","0","0","0","119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115"
"0x7a6e0b9a94a0","      FFMA2 R30, R30.F32x2.HI_LO, UR4.F32, -R0.F32","208","96","208","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","107","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96"
"0x7a6e0b9a94b0","      MUFU.EX2 R80, R52","909","558","909","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","580","0","0","8","111","0","0","0","210","0","0","0","0","0","0","0","0","509","0","0","0","0","0","0","0","49"
"0x7a6e0b9a94c0","      FFMA2 R32, R32.F32x2.HI_LO, UR4.F32, -R0.F32","105","0","105","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a94d0","      FFMA2 R34, R34.F32x2.HI_LO, UR4.F32, -R0.F32","225","112","225","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","105","0","0","0","117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112"
"0x7a6e0b9a94e0","      IMAD.U32 R0, RZ, RZ, UR8","196","110","196","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","1","80","0","0","0","112","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","108"
"0x7a6e0b9a94f0","      MUFU.EX2 R52, R4","1191","872","1191","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","605","0","0","0","130","0","0","0","456","0","0","0","0","0","0","0","0","551","0","0","0","0","0","0","0","321"
"0x7a6e0b9a9500","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R13, R103, R102, RZ","111","0","111","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a9510","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R13, R111, R110, R13","435","302","435","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","0","0","0","327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","302"
"0x7a6e0b9a9520","      MUFU.EX2 R143, R107","1143","738","1143","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","595","0","0","0","110","0","0","0","438","0","0","0","0","0","0","0","0","480","0","0","0","0","0","0","0","258"
"0x7a6e0b9a9530","      MUFU.EX2 R107, R81","1665","1303","1665","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","620","0","0","0","129","0","0","0","916","0","0","0","0","0","0","0","0","523","0","0","0","0","0","0","0","780"
"0x7a6e0b9a9540","      IMAD.U32 R4, RZ, RZ, UR13","89","0","89","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a9550","      SYNCS.ARRIVE.TRANS64.ART0 RZ, [R4+UR7+0x128], R172","472","343","472","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112","0","0","0","360","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","343"
"0x7a6e0b9a9560","      MUFU.EX2 R74, R46","1096","738","1096","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","565","0","0","0","108","0","0","0","423","0","0","0","0","0","0","0","0","509","0","0","0","0","0","0","0","229"
"0x7a6e0b9a9570","      MUFU.EX2 R81, R53","1627","1317","1627","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","584","0","0","0","93","0","0","0","950","0","0","0","0","0","0","0","0","519","0","0","0","0","0","0","0","798"
"0x7a6e0b9a9580","      MUFU.EX2 R46, R20","1660","1338","1660","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","620","0","0","0","111","0","0","0","929","0","0","0","0","0","0","0","0","606","0","0","0","0","0","0","0","732"
"0x7a6e0b9a9590","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R4, R151, R150, RZ","105","0","105","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a95a0","      MUFU.EX2 R53, R5","1537","1273","1537","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","629","0","0","0","102","0","0","0","806","0","0","0","0","0","0","0","0","610","0","0","0","0","0","0","0","663"
"0x7a6e0b9a95b0","      MUFU.EX2 R155, R101","1624","1369","1624","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","571","0","0","0","94","0","0","0","959","0","0","0","0","0","0","0","0","566","0","0","0","0","0","0","0","803"
"0x7a6e0b9a95c0","      FSEL R20, R134, 1, !P0","108","0","108","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a95d0","      STS [R164+0x400], R20","524","425","524","6266880","200540160","200540160","32","32","0","Shared","Store","32","1","0","6266880","6266880","0","0","0","0","0","0","0","0","0","0","0","0","0","92","0","0","0","432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","425"
"0x7a6e0b9a95e0","      MUFU.EX2 R146, R116","1017","731","1017","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","589","0","0","0","126","0","0","0","302","0","0","0","0","0","0","0","0","577","0","0","0","0","0","0","0","154"
"0x7a6e0b9a95f0","      IMAD.U32 R5, RZ, RZ, UR8","115","0","115","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a9600","      SYNCS.ARRIVE.TRANS64.ART0 RZ, [R5+UR7+0x90], R172","378","281","378","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","0","0","0","281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","281"
"0x7a6e0b9a9610","      MUFU.EX2 R147, R117","987","732","987","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","454","0","0","0","121","0","0","0","412","0","0","0","0","0","0","0","0","454","0","0","0","0","0","0","0","278"
"0x7a6e0b9a9620","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R4, R155, R154, R4","112","0","112","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a9630","      MUFU.EX2 R116, R76","1399","1118","1399","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","460","0","0","0","104","0","0","0","835","0","0","0","0","0","0","0","0","457","0","0","0","0","0","0","0","661"
"0x7a6e0b9a9640","      MUFU.EX2 R117, R77","1432","1219","1432","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","390","0","0","0","97","0","0","0","945","0","0","0","0","0","0","0","0","384","0","0","0","0","0","0","0","835"
"0x7a6e0b9a9650","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R5, R143, R142, RZ","98","0","98","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a9660","      MUFU.EX2 R100, R82","1317","987","1317","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","358","0","0","13","94","0","0","0","852","0","0","0","0","0","0","0","0","313","0","0","0","0","0","0","0","674"
"0x7a6e0b9a9670","      MUFU.EX2 R101, R83","1342","920","1342","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","280","0","0","19","105","0","0","0","938","0","0","0","0","0","0","0","0","167","0","0","0","0","0","0","0","753"
"0x7a6e0b9a9680","      MUFU.EX2 R76, R40","1056","783","1056","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","56","0","0","10","102","0","0","0","888","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","734"
"0x7a6e0b9a9690","      MUFU.EX2 R77, R41","1290","905","1290","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","230","0","0","8","96","0","0","0","956","0","0","0","0","0","0","0","0","204","0","0","0","0","0","0","0","701"
"0x7a6e0b9a96a0","      MUFU.EX2 R82, R44","1405","1045","1405","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","304","0","0","6","115","0","0","0","980","0","0","0","0","0","0","0","0","260","0","0","0","0","0","0","0","785"
"0x7a6e0b9a96b0","      MUFU.EX2 R83, R45","1345","1080","1345","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","321","0","0","8","97","0","0","0","918","0","0","1","0","0","0","0","0","304","0","0","0","0","0","0","0","775"
"0x7a6e0b9a96c0","      MUFU.EX2 R72, R48","1428","957","1428","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","4","0","0","0","0","0","316","0","0","56","118","0","0","0","934","0","0","0","0","0","0","0","0","256","0","0","0","0","0","0","0","701"
"0x7a6e0b9a96d0","      MUFU.EX2 R73, R49","1325","884","1325","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","230","0","0","76","96","0","0","0","923","0","0","0","0","0","0","0","0","190","0","0","0","0","0","0","0","694"
"0x7a6e0b9a96e0","      MUFU.EX2 R114, R114","1271","833","1271","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","246","0","0","43","94","0","0","0","888","0","0","0","0","0","0","0","0","154","0","0","0","0","0","0","0","679"
"0x7a6e0b9a96f0","      MUFU.EX2 R115, R115","1349","947","1349","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","285","0","0","24","96","0","0","0","944","0","0","0","0","0","0","0","0","214","0","0","0","0","0","0","0","733"
"0x7a6e0b9a9700","      MUFU.EX2 R118, R118","1389","1092","1389","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","276","0","0","16","98","0","0","0","999","0","0","0","0","0","0","0","0","247","0","0","0","0","0","0","0","845"
"0x7a6e0b9a9710","      MUFU.EX2 R119, R119","1370","1123","1370","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","0","8","114","0","0","0","945","0","0","0","0","0","0","0","0","297","0","0","0","0","0","0","0","826"
"0x7a6e0b9a9720","      MUFU.EX2 R122, R122","1328","1133","1328","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","284","0","0","4","101","0","0","0","939","0","0","0","0","0","0","0","0","275","0","0","0","0","0","0","0","858"
"0x7a6e0b9a9730","      MUFU.EX2 R123, R123","1374","1072","1374","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","0","3","131","0","0","0","939","0","0","0","0","0","0","0","0","236","0","0","0","0","0","0","0","836"
"0x7a6e0b9a9740","      MUFU.EX2 R126, R126","1398","1037","1398","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","279","0","0","5","112","0","0","0","1001","0","0","0","0","0","0","0","0","154","0","0","0","0","0","0","0","883"
"0x7a6e0b9a9750","      MUFU.EX2 R127, R127","1383","981","1383","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","4","0","0","0","0","0","311","0","0","46","93","0","0","0","929","0","0","0","0","0","0","0","0","171","0","0","0","0","0","0","0","810"
"0x7a6e0b9a9760","      MUFU.EX2 R130, R130","1474","1043","1474","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","6","0","0","0","0","0","310","0","0","106","120","0","0","0","932","0","0","0","0","0","0","0","0","262","0","0","0","0","0","0","0","781"
"0x7a6e0b9a9770","      MUFU.EX2 R131, R131","1523","980","1523","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","22","0","0","0","0","0","276","0","0","160","128","0","0","0","937","0","0","1","0","0","0","0","0","273","0","0","0","0","0","0","0","706"
"0x7a6e0b9a9780","      MUFU.EX2 R48, R6","1583","1053","1583","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","12","0","0","0","0","0","328","0","0","117","103","0","0","0","1023","0","0","0","0","0","0","0","0","321","0","0","0","0","0","0","0","732"
"0x7a6e0b9a9790","      MUFU.EX2 R49, R7","1428","907","1428","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","4","0","0","0","0","0","314","0","0","67","89","0","0","0","954","0","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","607"
"0x7a6e0b9a97a0","      MUFU.EX2 R44, R8","1431","911","1431","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","5","0","0","0","0","0","347","0","0","34","104","0","0","0","941","0","0","1","0","0","0","0","0","301","0","0","0","0","0","0","0","609"
"0x7a6e0b9a97b0","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R6, R141, R140, RZ","100","0","100","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a97c0","      MUFU.EX2 R45, R9","1378","837","1378","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","9","0","0","0","0","0","342","0","0","55","98","0","0","0","874","0","0","0","0","0","0","0","0","302","0","0","0","0","0","0","0","535"
"0x7a6e0b9a97d0","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R7, R115, R114, RZ","106","0","106","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a97e0","      MUFU.EX2 R40, R10","1189","696","1189","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","3","0","0","0","0","0","137","0","0","58","91","0","0","0","900","0","0","0","0","0","0","0","0","104","0","0","0","0","0","0","0","592"
"0x7a6e0b9a97f0","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R8, R119, R118, RZ","96","0","96","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a9800","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R8, R147, R146, R8","430","176","430","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","99","0","0","0","318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","176"
"0x7a6e0b9a9810","      MUFU.EX2 R41, R11","756","353","756","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","87","0","0","0","0","0","38","0","0","45","95","0","0","0","491","0","0","44","0","0","0","0","0","23","0","0","0","0","0","0","0","286"
"0x7a6e0b9a9820","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R9, R123, R122, RZ","84","0","84","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a9830","      MUFU.EX2 R148, R104","1091","631","1091","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","8","0","0","0","0","0","31","0","0","42","99","0","0","0","911","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","615"
"0x7a6e0b9a9840","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R10, R127, R126, RZ","101","0","101","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a9850","      MUFU.EX2 R149, R105","1046","607","1046","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","3","0","0","0","0","0","24","0","0","25","108","0","0","0","886","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","596"
"0x7a6e0b9a9860","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R11, R131, R130, RZ","103","0","103","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a9870","      MUFU.EX2 R152, R108","1129","646","1129","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","8","0","0","0","0","0","27","0","0","42","130","0","0","0","922","0","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","632"
"0x7a6e0b9a9880","      MUFU.EX2 R153, R109","1145","715","1145","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","7","0","0","0","0","0","16","0","0","24","99","0","0","0","999","0","0","4","0","0","0","0","0","12","0","0","0","0","0","0","0","699"
"0x7a6e0b9a9890","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R5, R149, R148, R5","187","36","187","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","113","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0"
"0x7a6e0b9a98a0","      MUFU.EX2 R132, R112","1122","685","1122","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","107","0","0","0","973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","685"
"0x7a6e0b9a98b0","      MUFU.EX2 R133, R113","1139","703","1139","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","37","104","0","0","0","993","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","701"
"0x7a6e0b9a98c0","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R6, R153, R152, R6","116","4","116","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","102","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0"
"0x7a6e0b9a98d0","      MUFU.EX2 R120, R120","1246","463","1246","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","274","102","0","0","0","863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","463"
"0x7a6e0b9a98e0","      MUFU.EX2 R121, R121","1309","473","1309","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","168","106","0","0","0","1034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","473"
"0x7a6e0b9a98f0","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R7, R133, R132, R7","116","5","116","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","107","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0"
"0x7a6e0b9a9900","      MUFU.EX2 R144, R124","1230","478","1230","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","120","91","0","0","0","1017","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","476"
"0x7a6e0b9a9910","      MUFU.EX2 R128, R128","1164","595","1164","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","101","0","0","0","1030","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","595"
"0x7a6e0b9a9920","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R9, R121, R120, R9","117","0","117","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a9930","      MUFU.EX2 R129, R129","1081","545","1081","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","76","0","0","0","928","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","545"
"0x7a6e0b9a9940","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R10, R145, R144, R10","104","4","104","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","100","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0"
"0x7a6e0b9a9950","      MUFU.EX2 R124, R68","1062","547","1062","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","95","0","0","0","905","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","547"
"0x7a6e0b9a9960","      MUFU.EX2 R108, R70","1132","650","1132","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7","89","0","0","0","1035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","650"
"0x7a6e0b9a9970","      F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C R11, R129, R128, R11","103","1","103","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"0x7a6e0b9a9980","      STTM.x8 tmem[UR5], R4","431","221","431","6266880","200540160","200540160","32","32","0","Tmem","Store","-","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","4","93","0","0","0","331","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","219"
"0x7a6e0b9a9990","      R2UR UR5, R157","103","0","103","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a99a0","      MUFU.EX2 R109, R71","437","205","437","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","100","0","0","0","333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","205"
"0x7a6e0b9a99b0","      MUFU.EX2 R104, R78","1347","712","1347","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","33","97","0","0","0","1215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","712"
"0x7a6e0b9a99c0","      MUFU.EX2 R105, R79","1182","711","1182","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","34","101","0","0","0","1043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","711"
"0x7a6e0b9a99d0","      MUFU.EX2 R112, R84","1164","692","1164","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","2","0","0","0","0","0","9","0","0","50","110","0","0","0","993","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","687"
"0x7a6e0b9a99e0","      MUFU.EX2 R113, R85","1176","693","1176","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","10","0","0","0","0","0","32","0","0","80","108","0","0","0","946","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","676"
"0x7a6e0b9a99f0","      MUFU.EX2 R84, R36","1131","656","1131","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","16","0","0","0","0","0","37","0","0","55","101","0","0","0","922","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","634"
"0x7a6e0b9a9a00","      MUFU.EX2 R85, R37","1163","540","1163","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","9","0","0","0","0","0","36","0","0","111","108","0","0","0","899","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","529"
"0x7a6e0b9a9a10","      MUFU.EX2 R78, R38","1349","594","1349","6266880","200540160","200540160","32","32","0","-","-","-","0","0","0","0","0","0","0","19","0","0","0","0","0","46","0","0","151","95","0","0","0","1038","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","568"
