"Kernel Name","kernel_cutlass_kernel_flash_attncuteflash_fwd_sm100_fp4FlashAttentionForwardSm100_object_at__tensor0000o11101213_tensor0000o11101213_tensor0000odiv1610111213_tensor0000o11101213_None_None_0",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Divergent Branches","Address Space","Access Operation","Access Size","L1 Conflicts Shared N-Way","L1 Wavefronts Shared Excessive","L1 Wavefronts Shared","L1 Wavefronts Shared Ideal","L2 Theoretical Sectors Local","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7a6e0b9a2fe0","      UMOV UR57, UR45","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a2ff0","      UIADD3 UR40, UR36, 0x40, URZ","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3000","      UMOV UR52, URZ","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3010","      UMOV UR53, UR45","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3020","      UIADD3 UR38, UR36, 0x60, URZ","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3030","      UMOV UR50, URZ","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3040","      UMOV UR51, UR45","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3050","      ULOP3.LUT UR60, UR4, 0x10000, URZ, 0xfc, !UPT","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3060","      UMOV UR37, 0x4008","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3070","      UMOV UR43, 0x4008","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3080","      UMOV UR41, 0x4008","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3090","      UMOV UR39, 0x4008","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a30a0","      UMOV UR59, 0x80004020","0","0","0","148","4736","4736","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a30b0","      USHF.L.U32 UR15, UR63, 0x1f, URZ","1","1","1","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0x7a6e0b9a30c0","      MOV R0, UR15","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a30d0","      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [UR18], R0","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a30e0","@!P0  BRA 0x7a6e0b9ad180","1","0","1","3072","98304","0","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a30f0","      USHF.L.U32 UR4, UR23, 0x1f, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3100","      ULEA UR22, UR19, UR18, 0x3","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3110","      MOV R0, UR4","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3120","      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [UR22+0x20], R0","1","0","1","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3130","@!P0  BRA 0x7a6e0b9ad200","3","1","3","3072","98304","0","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3140","      USHF.L.U32 UR14, UR32, 0x1f, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3150","      NOP","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3160","      MOV R0, UR14","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3170","      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [UR18+0x128], R0","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3180","@!P0  BRA 0x7a6e0b9ad280","4","2","4","3072","98304","0","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3190","      ULEA UR4, UR19, UR18, 0xe","1","1","1","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7a6e0b9a31a0","      IMAD.MOV.U32 R0, RZ, RZ, RZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a31b0","      ULEA UR8, UR19, UR60, 0x6","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a31c0","      UTCCP.T.S.4x32dp128bit tmem[0x80], gdesc[UR36]","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a31d0","      UIADD3 UR4, UR4, 0x14c00, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a31e0","      UTCCP.T.S.4x32dp128bit tmem[0x84], gdesc[UR42]","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a31f0","      ULEA.HI UR5, URZ, 0x8201680, URZ, 0x1f","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3200","      R2UR UR24, R0","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3210","      USHF.R.U32.HI UR4, URZ, 0x4, UR4","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3220","      R2UR UR25, R0","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3230","      UIADD3 UR12, UR8, 0x20, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3240","      IMAD.U32 R0, RZ, RZ, UR15","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3250","      ULOP3.LUT UR4, UR4, 0x3fc0, URZ, 0xc0, !UPT","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3260","      ULEA.HI UR5, URZ, UR5, URZ, 0x6","1","0","1","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3270","      ULOP3.LUT UR6, UR4, 0x10000, URZ, 0xfc, !UPT","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3280","      UMOV UR9, 0x4008","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3290","      UMOV UR13, 0x4008","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a32a0","      UTCCP.T.S.4x32dp128bit tmem[0x88], gdesc[UR8]","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a32b0","      UMOV UR26, 0x80","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a32c0","      UMOV UR27, 0x88","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a32d0","      UMOV UR20, UR58","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a32e0","      UMOV UR21, 0x80004020","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a32f0","      UMOV UR4, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3300","      UMOV UR7, 0x80004020","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3310","      UTCCP.T.S.4x32dp128bit tmem[0x8c], gdesc[UR12]","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3320","      UTCOMMA.4X gdesc[UR20], gdesc[UR6], tmem[UR24], tmem[UR4], idesc[UR5], tmem, [UR26], !UPT","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3330","      UIADD3 UR10, UR6, 0x2, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3340","      UIADD3 UR16, UR58, 0x2, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3350","      UMOV UR28, 0x84","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3360","      UMOV UR29, 0x8c","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3370","      UMOV UR17, 0x80004020","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3380","      UMOV UR11, 0x80004020","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3390","      UIADD3 UR24, UR18, 0x70, URZ","1","1","1","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"0x7a6e0b9a33a0","      UMOV UR20, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a33b0","      UMOV UR21, UR5","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a33c0","      UTCOMMA.4X gdesc[UR16], gdesc[UR10], tmem[UR25], tmem[UR20], idesc[UR21], tmem, [UR28], UPT","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a33d0","      UTCBAR [UR24], URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a33e0","      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [UR18+0x8], R0","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a33f0","@!P0  BRA 0x7a6e0b9ad300","2","2","2","3072","98304","0","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3400","      MOV R0, UR14","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3410","      NOP","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3420","      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [UR18+0x130], R0","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3430","@!P0  BRA 0x7a6e0b9ad380","57","30","57","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3440","      IMAD.MOV.U32 R0, RZ, RZ, 0x80","1","1","1","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7a6e0b9a3450","      R2UR UR16, R8","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3460","      UTCCP.T.S.4x32dp128bit tmem[URZ], gdesc[UR40]","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3470","      R2UR UR17, R9","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3480","      UMOV UR9, 0x4008","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3490","      R2UR UR15, R0","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a34a0","      UTCCP.T.S.4x32dp128bit tmem[0x4], gdesc[UR38]","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a34b0","      R2UR UR20, R6","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a34c0","      UMOV UR13, 0x4008","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a34d0","      R2UR UR21, R7","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a34e0","      UTCCP.T.S.4x32dp128bit tmem[0x8], gdesc[UR8]","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a34f0","      R2UR UR14, R0","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3500","      UMOV UR24, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3510","      UMOV UR25, 0x8","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3520","      UMOV UR4, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3530","      UTCCP.T.S.4x32dp128bit tmem[0xc], gdesc[UR12]","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3540","      UIADD3 UR22, UR22, 0x40, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3550","      UTCOMMA.4X gdesc[UR16], gdesc[UR6], tmem[UR15], tmem[UR4], idesc[UR5], tmem, [UR24], !UPT","0","0","0","3072","98304","98304","32","32","0","TmemShared","Load,Store","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3560","      UIADD3 UR19, UR19, 0x1, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3570","      ULOP3.LUT UR32, UR32, 0x1, URZ, 0x3c, !UPT","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3580","      UISETP.NE.AND UP0, UPT, UR19, 0x4, UPT","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7a6e0b9a3590","      UIADD3 UR16, UR18, 0x78, URZ","0","0","0","3072","98304","98304","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
